date,time,wind speed,wind direction,temperature,humidity,rain counter
27-2-2018,1:17:33,0.0,SW,50.7,89,97
27-2-2018,1:17:48,0.0,SW,50.7,89,97
27-2-2018,1:18:3,0.0,SW,50.5,89,97
27-2-2018,1:18:18,0.0,SW,50.5,89,97
27-2-2018,1:18:33,1.5,SW,50.5,89,97
27-2-2018,1:18:48,1.5,WSW,50.5,89,97
27-2-2018,1:19:3,1.5,WSW,50.5,89,97
27-2-2018,1:19:18,1.5,WSW,50.5,89,97
27-2-2018,1:19:33,0.5,WSW,50.5,89,97
27-2-2018,1:19:48,0.0,WSW,50.5,89,97
27-2-2018,1:20:3,0.0,SW,50.5,89,97
27-2-2018,1:20:18,1.5,SW,50.5,89,97
27-2-2018,1:20:33,2.0,SW,50.5,89,97
27-2-2018,1:20:48,2.0,SW,50.5,89,97
27-2-2018,1:21:3,2.0,SW,50.4,89,97
27-2-2018,1:21:18,2.5,SSW,50.4,89,97
27-2-2018,1:21:33,2.5,SSW,50.4,89,97
27-2-2018,1:21:48,2.0,SW,50.4,89,97
27-2-2018,1:22:3,1.0,SW,50.4,89,97
27-2-2018,1:22:18,1.0,SW,50.4,89,97
27-2-2018,1:22:33,1.5,SSW,50.4,89,97
27-2-2018,1:22:48,0.0,SSW,50.4,89,97
27-2-2018,1:23:3,0.0,SSW,50.4,89,97
27-2-2018,1:23:18,0.0,SSW,50.4,89,97
27-2-2018,1:23:33,0.0,SW,50.4,89,97
27-2-2018,1:23:48,0.0,SW,50.4,89,97
27-2-2018,1:24:3,0.0,SW,50.4,89,97
27-2-2018,1:24:18,0.0,SW,50.4,89,97
27-2-2018,1:24:33,0.0,SW,50.4,89,97
27-2-2018,1:24:48,0.0,SSW,50.4,89,97
27-2-2018,1:25:3,0.0,SSW,50.4,89,97
27-2-2018,1:25:18,0.0,SSW,50.4,89,97
27-2-2018,1:25:33,0.0,SSW,50.4,89,97
27-2-2018,1:25:48,0.0,SSW,50.2,89,97
27-2-2018,1:26:3,1.5,S,50.2,89,97
27-2-2018,1:26:18,2.0,S,50.2,89,97
27-2-2018,1:26:33,2.5,SW,50.2,89,97
27-2-2018,1:26:48,2.5,SW,50.2,89,97
27-2-2018,1:27:3,2.0,SW,50.0,90,97
27-2-2018,1:27:18,1.5,SW,50.0,90,97
27-2-2018,1:27:33,3.0,SW,50.0,90,97
27-2-2018,1:27:48,3.0,SW,50.0,90,97
27-2-2018,1:28:3,4.0,SW,50.0,90,97
27-2-2018,1:28:18,4.0,SW,50.0,90,97
27-2-2018,1:28:33,3.0,SW,50.0,90,97
27-2-2018,1:28:48,2.0,SW,50.0,90,97
27-2-2018,1:29:3,2.5,W,50.0,90,97
27-2-2018,1:29:18,1.0,W,50.0,90,97
27-2-2018,1:29:33,1.0,SW,50.0,90,97
27-2-2018,1:29:48,1.0,SW,50.0,90,97
27-2-2018,1:30:3,1.0,SW,50.0,90,97
27-2-2018,1:30:18,2.0,WSW,50.0,90,97
27-2-2018,1:30:33,1.5,WSW,50.0,90,97
27-2-2018,1:30:48,1.0,SW,50.0,90,97
27-2-2018,1:31:3,0.0,SW,50.0,90,97
27-2-2018,1:31:18,0.0,SW,50.0,90,97
27-2-2018,1:31:33,0.0,SW,50.0,90,97
27-2-2018,1:31:48,0.0,SW,50.0,90,97
27-2-2018,1:32:3,0.0,SW,50.0,90,97
27-2-2018,1:32:18,0.0,SW,50.0,90,97
27-2-2018,1:32:33,0.0,SW,50.0,90,97
27-2-2018,1:32:48,0.0,SW,50.0,90,97
27-2-2018,1:33:3,0.0,SW,50.0,90,97
27-2-2018,1:33:18,0.0,SW,50.0,90,97
27-2-2018,1:33:33,0.0,SW,49.8,90,97
27-2-2018,1:33:48,0.5,SW,49.8,90,97
27-2-2018,1:34:3,3.5,SW,49.8,90,97
27-2-2018,1:34:18,3.5,SW,49.8,90,97
27-2-2018,1:34:33,3.0,W,49.8,90,97
27-2-2018,1:34:48,2.0,W,49.8,90,97
27-2-2018,1:35:3,2.0,SW,49.8,90,97
27-2-2018,1:35:18,2.0,SW,49.8,90,97
27-2-2018,1:35:33,2.0,SSW,49.8,90,97
27-2-2018,1:35:48,2.0,SSW,49.8,90,97
27-2-2018,1:36:3,1.5,SSW,49.6,90,97
27-2-2018,1:36:18,0.5,S,49.6,90,97
27-2-2018,1:36:33,1.0,S,49.6,90,97
27-2-2018,1:36:48,0.0,S,49.6,90,97
27-2-2018,1:37:4,2.0,S,49.6,90,97
27-2-2018,1:37:19,2.0,S,49.6,90,97
27-2-2018,1:37:34,1.5,SSW,49.6,90,97
27-2-2018,1:37:49,1.5,SSW,49.6,90,97
27-2-2018,1:38:4,0.5,SW,49.6,90,97
27-2-2018,1:38:19,0.5,SW,49.6,90,97
27-2-2018,1:38:34,1.5,S,49.6,90,97
27-2-2018,1:38:49,1.5,S,49.6,90,97
27-2-2018,1:39:4,2.5,S,49.6,90,97
27-2-2018,1:39:19,2.0,S,49.6,90,97
27-2-2018,1:39:34,1.5,S,49.6,90,97
27-2-2018,1:39:49,1.5,SW,49.6,90,97
27-2-2018,1:40:4,1.0,SW,49.6,90,97
27-2-2018,1:40:19,1.0,SW,49.6,90,97
27-2-2018,1:40:34,0.5,SSW,49.6,90,97
27-2-2018,1:40:49,0.0,SSW,49.6,90,97
27-2-2018,1:41:4,0.0,SSW,49.6,90,97
27-2-2018,1:41:19,0.0,SSW,49.6,90,97
27-2-2018,1:41:34,0.0,SSW,49.6,90,97
27-2-2018,1:41:49,0.0,SSW,49.6,90,97
27-2-2018,1:42:4,0.0,SSW,49.6,90,97
27-2-2018,1:42:19,0.0,S,49.6,90,97
27-2-2018,1:42:34,1.0,S,49.5,90,97
27-2-2018,1:42:49,1.0,SSW,49.5,90,97
27-2-2018,1:43:4,1.0,SSW,49.5,90,97
27-2-2018,1:43:19,1.0,SSW,49.5,90,97
27-2-2018,1:43:34,1.0,SSW,49.5,90,97
27-2-2018,1:43:49,2.0,SSW,49.5,91,97
27-2-2018,1:44:4,2.0,S,49.5,91,97
27-2-2018,1:44:19,1.0,S,49.3,91,97
27-2-2018,1:44:34,1.0,ESE,49.3,91,97
27-2-2018,1:44:49,1.0,ESE,49.3,91,97
27-2-2018,1:45:4,1.5,ESE,49.3,91,97
27-2-2018,1:45:19,1.5,SW,49.3,91,97
27-2-2018,1:45:34,1.5,SW,49.3,91,97
27-2-2018,1:45:49,1.5,W,49.3,91,97
27-2-2018,1:46:4,1.5,W,49.3,91,97
27-2-2018,1:46:19,1.5,W,49.3,91,97
27-2-2018,1:46:34,0.5,W,49.3,91,97
27-2-2018,1:46:49,0.0,W,49.3,91,97
27-2-2018,1:47:4,0.0,WSW,49.3,91,97
27-2-2018,1:47:19,0.0,WSW,49.3,91,97
27-2-2018,1:47:34,0.0,WSW,49.3,91,97
27-2-2018,1:47:49,0.0,WSW,49.3,91,97
27-2-2018,1:48:4,1.5,WSW,49.1,91,97
27-2-2018,1:48:19,1.5,SW,49.1,91,97
27-2-2018,1:48:34,1.5,SW,49.1,91,97
27-2-2018,1:48:49,2.0,SSW,49.1,91,97
27-2-2018,1:49:4,0.5,SSW,49.1,91,97
27-2-2018,1:49:19,0.5,SSW,49.1,91,97
27-2-2018,1:49:34,1.5,SW,49.1,91,97
27-2-2018,1:49:49,1.0,SW,49.1,91,97
27-2-2018,1:50:4,0.0,SW,49.1,91,97
27-2-2018,1:50:19,0.0,SW,49.1,91,97
27-2-2018,1:50:34,0.0,SW,49.1,91,97
27-2-2018,1:50:49,0.0,SW,49.1,91,97
27-2-2018,1:51:4,0.0,SW,49.1,91,97
27-2-2018,1:51:19,0.0,SW,49.1,91,97
27-2-2018,1:51:34,0.0,SW,49.1,91,97
27-2-2018,1:51:49,0.0,SW,49.1,91,97
27-2-2018,1:52:4,0.0,SW,48.9,91,97
27-2-2018,1:52:19,0.0,SW,48.9,91,97
27-2-2018,1:52:34,0.0,SW,48.9,91,97
27-2-2018,1:52:49,0.5,SW,48.9,91,97
27-2-2018,1:53:4,1.5,SW,48.9,91,97
27-2-2018,1:53:19,0.5,SW,48.9,91,97
27-2-2018,1:53:34,0.0,SW,48.9,91,97
27-2-2018,1:53:49,0.0,SW,48.9,91,97
27-2-2018,1:54:4,0.0,SW,48.9,91,97
27-2-2018,1:54:19,0.0,SW,48.9,91,97
27-2-2018,1:54:34,0.5,SW,48.9,91,97
27-2-2018,1:54:49,1.0,SSW,48.9,91,97
27-2-2018,1:55:4,1.5,SSW,48.9,91,97
27-2-2018,1:55:19,1.5,SSW,48.9,91,97
27-2-2018,1:55:34,1.0,SSW,48.9,91,97
27-2-2018,1:55:49,0.0,SSW,48.9,91,97
27-2-2018,1:56:4,0.0,SSW,48.9,91,97
27-2-2018,1:56:19,0.0,SSW,48.9,91,97
27-2-2018,1:56:34,0.0,SSW,48.9,91,97
27-2-2018,1:56:49,0.0,SSW,48.9,91,97
27-2-2018,1:57:4,0.0,SSW,48.9,91,97
27-2-2018,1:57:19,0.0,SSW,48.9,91,97
27-2-2018,1:57:34,0.0,SSW,48.9,91,97
27-2-2018,1:57:49,0.0,SSW,48.9,91,97
27-2-2018,1:58:4,0.0,SSW,48.7,91,97
27-2-2018,1:58:19,0.0,SSW,48.7,91,97
27-2-2018,1:58:34,0.0,SSW,48.7,91,97
27-2-2018,1:58:49,0.0,SSW,48.7,91,97
27-2-2018,1:59:4,0.0,SSW,48.7,91,97
27-2-2018,1:59:19,0.0,SSW,48.7,91,97
27-2-2018,1:59:34,0.0,SSW,48.7,91,97
27-2-2018,1:59:49,0.0,SSW,48.7,91,97
27-2-2018,2:0:4,0.0,SSW,48.7,91,97
27-2-2018,2:0:19,0.0,SSW,48.7,91,97
27-2-2018,2:0:34,0.0,SSW,48.7,91,97
27-2-2018,2:0:49,0.0,SSW,48.7,91,97
27-2-2018,2:1:4,0.0,SSW,48.7,91,97
27-2-2018,2:1:19,0.0,SSW,48.7,91,97
27-2-2018,2:1:34,0.0,SSW,48.7,91,97
27-2-2018,2:1:49,0.0,SSW,48.7,91,97
27-2-2018,2:2:4,0.0,SSW,48.7,91,97
27-2-2018,2:2:19,0.0,SSW,48.7,91,97
27-2-2018,2:2:34,0.0,SSW,48.7,91,97
27-2-2018,2:2:49,0.0,SSW,48.7,91,97
27-2-2018,2:3:4,0.0,SSW,48.6,91,97
